System	Subsystem	Description	BR_MCF7	BR_MDA_MB_231	BR_HS578T	BR_BT_549	BR_T_47D	CNS_SF_268	CNS_SF_295	CNS_SF_539	CNS_SNB_19	CNS_SNB_75	CNS_U251	CO_COLO205	CO_HCC_2998	CO_HCT_116	CO_HCT_15	CO_HT29	CO_KM12	CO_SW_620	LE_CCRF_CEM	LE_HL_60	LE_K_562	LE_MOLT_4	LE_RPMI_8226	LE_SR	ME_LOXIMVI	ME_MALME_3M	ME_M14	ME_SK_MEL_2	ME_SK_MEL_28	ME_SK_MEL_5	ME_UACC_257	ME_UACC_62	ME_MDA_MB_435	LC_A549_ATCC	LC_EKVX	LC_HOP_62	LC_HOP_92	LC_NCI_H226	LC_NCI_H23	LC_NCI_H322M	LC_NCI_H460	LC_NCI_H522	OV_IGROV1	OV_OVCAR_3	OV_OVCAR_4	OV_OVCAR_5	OV_OVCAR_8	OV_SK_OV_3	OV_NCIADR_RES	PR_PC_3	PR_DU_145	RE_786_0	RE_A498	RE_ACHN	RE_CAKI_1	RE_RXF393	RE_SN12C	RE_TK_10	RE_UO_31
AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Glutamate degradation	0	1070.445	4852.559305	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4287.63736	2528.829013	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Conversion of glutamate to glutamine	1000	1070.445	712.7849857	1515.372731	1179.616833	1259.298178	2538.236449	1000	1892.142667	1568.991515	1247.951598	196.5576109	1355.48687	1413.116632	236.3738996	1034.963188	1000	451.7987402	1169.899169	1683.765	1628.927625	1000	1000	1161.526324	438.9890741	1236.786733	1000	2105.378871	658.3321925	809.9713886	1000	646.1674018	1328.940169	1000	1000	1062.703529	598.8377264	1416.330697	829.8321883	1353.924235	1043.17	1000	1000	648.5793248	703.2983312	1179.297002	122.855	1516.295	177.6335967	485.0832902	1353.125174	439.3697069	869.4170377	675.6222531	499.4313627	1377.732105	1350.392663	1234.02	1355.607992
AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Conversion of glutamate to proline	0	1000	1000	1000	977.4440851	1000	1000	974.0194154	971.278485	996.665	1000	1000	972.9022609	1000	1000	800.4601957	1000	984.2385189	982.4779167	1000	1000	1000	1000	991.2453894	1000	1000	1000	954.7148714	936.6421136	1000	1000	1000	1000	995.016934	1000	1000	978.4953828	1000	1000	1000	1000	965.6823959	1000	1000	1000	1000	1000	1000	991.6189829	1000	1000	1000	1000	1000	1000	1000	1000	990.6098795	993.7526166
AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Conversion of GABA into succinate	1000	1070.445	1680.038066	1952.01	1548.25	1338.335	3133.909837	1000	6258.209921	2381.525	1486.645	1000	1768.87	2029.795	1069.57	1088.650089	1000	3093.709854	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	5722.945197	2901.410198	1921.64795	1000	3288.855	1677.035	1000	1000	2391.335	2978.576206	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	2990.355697	2040.64	2073.572236	2101.968932	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	GLUTAMINE METABOLISM	Glutamine synthesis	1000	1070.445	712.7686164	1500.716904	51.52104005	1259.309465	2538.236449	1000	1892.142667	1568.991515	1247.951598	196.8122088	1355.468708	1389.019236	268.3233048	1051.918952	1000	451.7987402	1169.899169	1683.765	1627.94799	1000	1000	1161.526324	438.9890741	1236.786733	1000	1839.375104	658.3321925	567.7055806	1000	646.1674018	1328.495676	1000	1000	1083.329922	598.8377264	1416.330697	829.8321883	1353.92434	951.351227	1000	1000	648.5793248	703.2985424	1179.297002	122.855	1516.295	177.6335967	173.0813706	1353.125174	439.3697069	869.4170377	675.6222531	499.4313627	1383.797116	1350.392663	1234.02	1355.608129
AMINO ACIDS METABOLISM	GLUTAMINE METABOLISM	Glutamine degradation	0	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4260.611431	2528.829013	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	GLUTAMINE METABOLISM	Glutaminolysis (glutamine to lactate)	1000	1000	20.99485419	1952.01	1000	1338.335	1674.205	1000	1653.385	1928.775	1486.645	1000	779.6185738	1993.875	1069.57	420.028732	1000	1976.083438	1900.985	1683.765	893.325	1000	1000	1586.395	1314.21	2000	1000	1567.1925	861.9215201	103.3370111	1000	747.385	1677.035	1000	1000	320.3555355	2140.31	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	2000	154.1824709	1841.35	1292.156907	39.6	1103.987318	1864.69	268.7502391	1161.8	1234.02	1831.445
AMINO ACIDS METABOLISM	GLUTATHIONE METABOLISM	Glutathionate synthesis	1000	1070.445	1000.348557	1952.01	1548.25	1338.335	1999.999926	1000	1999.235511	2000	1486.645	1000	1355.626614	1999.628718	1015.904756	1213.984698	1000	1121.072491	1900.985	1683.765	2000	999.6983333	1000	1586.395	1596.695496	1999.408368	1000	999.9837348	141.4871222	264.0064126	1000	2000	1677.035	1000	1000	1313.445061	1999.562358	1615.75	1273.86	1712.735	1043.17	1000	1000	1211.743141	1049.985	1330.325	1000	1516.295	1999.767309	1195.296635	1841.35	1584.673095	1999.57562	1108.588144	1999.999911	1113.50746	2000	1234.02	1831.445
AMINO ACIDS METABOLISM	GLYCINE METABOLISM	Glycine synthesis	1000	1070.445	2162.679791	1952.01	990.329811	1338.335	2626.363729	1000	2925.518227	2015.356667	1486.645	1000	1444.303301	2011.522099	1069.57	2508.340576	1000	1042.404923	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	2897.19943	3286.955177	381.5863933	1000	2863.71627	1009.516368	1000	1000	204.1337552	3932.907539	1615.75	1273.86	1712.735	1043.17	1000	1000	430.371109	1049.985	1330.325	1000	1516.295	2476.433552	58.33822468	1841.35	2340.38	2007.514403	1816.446898	2047.261287	1738.093479	1031.967826	1234.02	1831.445
AMINO ACIDS METABOLISM	GLYCINE METABOLISM	Glycine degradation	1000	1070.445	5198.571159	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	5315.200711	3646.715	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	GLYCINE METABOLISM	Conversion of glycine to pyruvate	1000	1070.445	7.86924242	1952.01	1548.25	1338.335	2351.791377	1000	2023.302759	2381.525	1486.645	1000	638.6754747	2029.795	1069.57	420.028732	1000	2393.169247	1900.985	1683.765	3430.495	1000	1000	1586.395	1431.89721	2036.56	1000	2612.821894	1171.92125	969.7559026	1000	1761.38814	1677.035	1000	1000	1326.763657	4929.731291	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	450.2067384	1841.35	1452.633976	2856.138841	1223.954636	4372.848485	272.3263397	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	HISTIDINE METABOLISM	Histidine degradation	1000	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4260.611431	2528.829013	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	HISTIDINE METABOLISM	Conversion of histidine to histamine	0	0	0	1000	0	1000	0	991.0255504	989.4549874	1000	0	994.8642982	780.034522	0	0	651.641995	1000	0	991.9786825	0	1000	0	1000	997.1612928	988.9127866	993.8980084	1000	0	0	0	0	0	0	997.7194015	0	0	0	994.495158	0	0	0	996.4332316	985.59837	0	1000	0	1000	0	995.6303293	0	0	0	0	0	0	0	0	1000	0
AMINO ACIDS METABOLISM	HOMOCYSTEINE METABOLISM	Homocysteine synthesis (need methionine)	389.1055376	1000	5.246161613	1000	1000	1000	999.8549996	0.263574579	2.81864681	11.16555556	989.0037845	1000	5.903819185	71.97846722	149.3501691	993.5958563	10.26835386	999.98	997.2867376	1000	1000	0.43379352	828.8585743	1.966308411	309.1000889	1.017173791	1000	1.349786378	1.548189223	834.6877607	1000	1000	14.07876452	6.499478827	999.9999991	999.9999999	1000	4.246163928	1000	1014.53283	1000	1000	773.0003474	160.0009303	999.975	12.12215342	1000	1000	1000	7.518890798	3.372203608	1.87835783	6.02717789	266.9184716	16.50910189	183.4299474	1000	6.733806123	1000
AMINO ACIDS METABOLISM	HOMOCYSTEINE METABOLISM	Homocysteine degradation	0	1070.445	1089.742862	1952.01	1548.25	1338.335	4003.905964	1000	4972.711244	2381.525	1486.645	1000	1768.87	2029.795	0	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	4980.293245	5166.200451	3414.052322	1000	2163.938393	1677.035	1000	1000	2391.335	4994.665623	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	4996.178975	1817.365	1841.35	2340.38	3960.4	2040.64	5000	2989.313663	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	ISOLEUCINE METABOLISM	Isoleucine degradation	1000	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4260.611431	2528.829013	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	LEUCINE METABOLISM	Leucine degradation	1000	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4260.611431	2528.829013	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	LEUCINE METABOLISM	Conversion of leucine to acetyl-coA	1000	1070.445	371.1458307	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	4938.58761	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7102.291302	6247.057037	3646.715	1000	3288.855	1677.035	1000	1000	2391.335	7987.976645	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	3028.879166	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	LYSINE METABOLISM	Lysine degradation	1000	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4260.611431	2528.829013	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	LYSINE METABOLISM	Conversion of lysine to L-Saccharopine	0	1070.445	13.71775385	0	0	818.298986	1000	5.063879085	14.56137606	20.52351871	1000	0	0	0	1.082763486	0	0	0	974.8520779	0	0	986.7229093	0	0	965.2400771	999.4630269	1000	748.3010351	37.24331705	1035.331048	0	201.8358208	1022.940092	0	0	3.979396386	0	11.71554149	0	0	1000	1000	0	0	0	0	1000	0	1000	0	1000	5.104114493	0	8.449242678	0	0	989.1782609	0	37.26384344
AMINO ACIDS METABOLISM	LYSINE METABOLISM	Conversion of lysine to L-2-Aminoadipate	0	0	0	0	0	0	0	0	0	0	1486.645	0	0	0	0	0	0	0	0	0	-6.09E-14	1000	0	0	0	0	0	0	0	0	999.999999	0	0	0	0	0	0	0	0	1000.02	0	1000	0	0	0	1000.015	1000	0	1000	0	1000	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	METHIONINE METABOLISM	Methionine degradation	1000	1070.445	1353.122	1952.01	1548.25	1338.335	4003.905964	1000	3992.870807	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	996.756808	1000	1586.395	2717.48	2036.56	1000	3981.426273	4983.773714	3375.243334	1000	2163.938393	1677.035	1000	1000	2391.335	4994.665623	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	4996.178975	1817.365	1841.35	1994.102304	3960.4	2040.64	5000	2989.313663	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	METHIONINE METABOLISM	S-adenosyl-L-methionine synthesis	324.2655411	988.984915	1.380568846	1133.894443	1003.104031	1050.823922	939.0918257	0.263574579	2.81864681	11.16555556	982.065	1000	5.90052461	71.79258029	34.0836144	994.0348341	10.26835386	1004.65917	997.2867376	1002.424634	1128.900053	0.43379352	834.1135269	1.966308411	372.5464081	1.017173791	1000	1.349786378	1.546364229	1016.228941	1000	1567.0694	13.34113026	6.499478827	1000	1000.975528	1005.779902	4.246163928	1015.918478	984.15	1019.808591	1000	773.0003474	134.072712	1049.985	12.12215342	1000	1142.761064	1003.260224	7.285289761	3.372203608	1.87835783	6.02717789	219.6896096	16.50910189	197.427184	1007.503913	6.728757235	1013.054686
AMINO ACIDS METABOLISM	ORNITHINE METABOLISM	Ornithine degradation	1000	1070.445	7069.725	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4260.611431	2528.829013	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	ORNITHINE METABOLISM	Synthesis of ornithine from glutamine	1000	1070.445	23.60772726	1952.01	1542.928508	1000.694976	837.8268267	617.4904693	2072.668267	998.2725	1486.645	1000	1005.89	2029.795	264.1320778	1963.693362	992.4953937	995.805	966.76	1683.765	2222.363088	992.32	980.827177	975.68	2505.934469	1993.494105	1000	1002.74	1000	512.5931832	1000	1000.145	1003.625	1000	989.0353558	998.36	1985.045	992.735	1003.74	1712.735	1043.17	1000	997.15	685.6963539	1003.945	1330.325	1000	1516.295	1000.635	172.6157624	1008.554135	1994.425	1994.765	2009.42	2006.96	1392.567003	988.12	1003.925	1002.864939
AMINO ACIDS METABOLISM	ORNITHINE METABOLISM	Synthesis of spermidine from ornithine	0	0	12.78544982	1952.01	0	0	0	1000	2000.065	0	0	0	0	1000	0	0	1000	2000	0	1000	2000.01	0	1000	0	1999.995	2000	1000	0	1000	0	999.99999	1000	0	0	1000	0	0	1615.75	0	0	0	1000	1000	135.3390738	1049.985	1330.325	1000	0	2000.01	0	0	0	1000	0	0	0	999.97	1234.02	1000
AMINO ACIDS METABOLISM	SERINE METABOLISM	Serine synthesis	1000	1070.445	897.57386	1952.01	978.7184134	1338.335	2133.333667	1000	2151.80792	2381.525	1486.645	1000	1078.2181	1787.668972	1026.341052	743.0513932	1000	944.0681223	1538.57365	1683.765	2391.521146	1000	1000	1586.395	1876.800801	2036.56	1000	3025.77529	1671.576635	226.7435739	1000	2353.028647	1677.035	1000	1000	119.9118908	3110.275168	1615.75	1273.86	1712.735	1043.17	1000	1000	430.3711091	1049.985	1330.325	1000	1516.295	3005.448422	29.16911234	1841.35	2253.08311	1861.316615	1005.758141	3043.55577	343.4979484	2076.105598	1234.02	1831.445
AMINO ACIDS METABOLISM	SERINE METABOLISM	Serine degradation	1000	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	5542.853263	3646.715	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	Phenylalanine degradation	1000	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4260.611431	2528.829013	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	Phenylalanine to phenylacetaldehyde	980.7963461	0	0	1269.441333	1000	1138.322079	0	507.0753918	6.233693323	1011.552222	3.56E-20	1.789313234	172.9748734	1000	545.2241595	276.6496861	1000	1000	986.6989191	986.2888688	1193.02089	992.9775646	1000	46.58372283	3.759540199	991.1180115	1000	0	0	187.6778463	0	0	0	20.21407583	1000	1.343148078	1000	991.2706712	1000	1000	0	994.0755258	4.477068836	860.800896	1035.935747	1000	999.98	1000	992.8647272	154.1824709	992.3077968	0.462438846	0	1.05008972	1000	0	0	1012.423481	1000
AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	Phenylalanine to phenylacetyl-L-glutaminate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	Phenylalanine to tyrosine	1000	159.2454135	987.3402194	1196.720757	10.79748432	1097.179319	1015.675399	988.8531315	987.3749689	1004.074444	986.2082697	5.324582041	12.46074387	1081.979028	997.7545595	976.653494	1000	1001.583062	990.0369855	989.7298423	1178.937083	994.7399293	1000	997.4678349	11.8689371	2.824227451	56.60088542	21.60337832	6.597555872	15.74391962	1000	169.4137087	24.26127621	998.0663559	1000	991.789691	992.3689668	993.2953672	1022.734182	1019.928652	44.70945693	995.5698343	7.00453635	1040.839783	30.5149219	1009.371959	6.645	1196.220891	4.051884194	987.5004322	7.009483366	990.9997864	992.6002102	985.0182697	1005.272194	987.6066388	999.4902174	1007.191471	1014.745317
AMINO ACIDS METABOLISM	PROLINE METABOLISM	Proline synthesis	1000	1000	1000	1000	977.3185647	1000	1000	974.0194154	971.278485	996.665	1000	1000	972.902302	1000	1000	694.8100109	1000	984.2385189	982.4779167	1000	1000	1000	1000	991.2453894	1000	1000	1000	954.7148714	936.6057133	1000	1000	1000	1000	995.0169225	1000	1000	978.4953828	1000	1000	1000	1000	965.6823959	1000	1000	1000	1000	1000	1000	991.6189829	1000	1000	1000	1000	1000	1000	1000	1000	990.6099925	993.7526166
AMINO ACIDS METABOLISM	PROLINE METABOLISM	Proline degradation	1000	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4260.611431	2528.829013	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	PROLINE METABOLISM	Synthesis of proline from glutamine	1000	1000	1000	1000	977.3105856	1000	1000	974.0194154	971.278485	996.665	1000	1000	972.9022609	1000	1000	659.9254282	1000	984.2385189	982.4779167	1000	1000	1000	1000	991.2453894	1000	1000	1000	954.7148714	936.6057513	1000	1000	1000	1000	995.016934	1000	1000	978.4953828	1000	1000	1000	1000	965.6823959	1000	1000	1000	1000	1000	1000	991.6189829	1000	1000	1000	1000	1000	1000	1000	1000	990.6099925	993.7527594
AMINO ACIDS METABOLISM	THREONINE METABOLISM	Threonine degradation	1000	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4260.611431	2528.829013	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Tryptophan degradation	1000	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	4260.611431	2528.829013	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of anthranilate from tryptophan	0	0	0	1000	0	0	0	0	0.365629931	999.8411111	0	0	690.4149266	0	0	0	0	0	0	0	1000	0	1000	0	995.2985537	0.005969117	1000	0	-1.25E-13	0.110827353	0	0	0	1.28E-13	0	0	0	0	0	0	1036.686082	998.4673586	0	0	0	0	0	0	0	0	-3.03E-21	0	1000.065	0	0	0	0	0	0
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of L-kynurenine from tryptophan	0	0	0	1000	0	1000	0	996.1436765	0.365629931	999.8411111	999.995	0	714.6984507	0	545.2241595	0	0	0	996.5532376	998.7319796	1000	0	1000	0	995.3780269	0.005969117	1000	0	0	0.110827353	2.90E-05	0	0	0	0	0	0	0.59255524	0	0	36.67778954	998.4673586	998.7037932	0	1000	0	1000	0	0.108070648	199.933837	0	0.015	0.065	0	1000.005	-5.49E-14	2.534181287	0	0
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of N-formylanthranilate from tryptophan	0	0	0	1000	0	0	1000	0	0.365629931	999.8411111	0	0	997.1525581	0	0	0	0	0	0	0	1000	0	1000	0	995.4679272	0.005969117	1000	0	0	0.110827353	0	0	0	0	0	999.046361	0	0	0	1000	36.68608212	998.4673586	0	0	0	0	0	1000	0	0	0	0	101.0090656	0	0	0	0	0	0
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of quinolinate from tryptophan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999.999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of serotonin from tryptophan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	5.00E-05	0	0	0	1.29E-14	0	-1.04E-14	0	0	0	0	0	0	0	0	0	0	0	0	4.60E-14	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	TYROSINE METABOLISM	Tyrosine synthesis (need phenylalanine)	1000	159.2455549	987.3548564	1202.230445	10.79761185	1097.179395	1015.675399	988.8531315	987.3749689	1004.074444	986.2082697	7.511383985	12.46077673	1081.979028	997.7545595	976.7207688	1000	1001.583062	990.0369855	989.7298423	1180.256984	994.7399293	1000	997.4678484	11.8689371	2.824227451	61.13464302	21.63873998	6.59819094	15.74391962	1000	172.8550922	24.52347224	998.06637	1000	991.789691	992.3689668	993.2953672	1022.734182	1019.928652	44.76195035	995.5698343	7.00453635	1040.839783	30.51494771	1009.371959	6.645	1196.220891	4.051884194	987.5012911	7.009483366	990.9997864	992.6002102	985.0182697	1005.272194	987.6096212	999.4902174	1007.622265	1014.745317
AMINO ACIDS METABOLISM	TYROSINE METABOLISM	Tyrosine degradation	0	1070.445	4283.012224	1952.01	1548.25	1338.335	10088.5575	1000	7226.3325	2381.525	1486.645	1000	1768.87	2029.795	1069.57	2850.88	1000	5000	1900.985	1683.765	3430.495	1000	1000	1586.395	2717.48	2036.56	1000	7396.0575	6706.245	3023.136048	1000	3288.855	1677.035	1000	1000	2391.335	8695.395	1615.75	1273.86	1712.735	1043.17	1000	1000	1287.585	1049.985	1330.325	1000	1516.295	5000	1817.365	1841.35	2340.38	3960.4	2040.64	5000	8574.1875	2878.315	1234.02	1831.445
AMINO ACIDS METABOLISM	TYROSINE METABOLISM	Tyrosine to adrenaline	0	0	0	1000	0	1000	0	461.4493754	1000	983.38	-1.24E-13	0	-2.83E-13	0	-2.26E-14	232.5956372	0	0	1000	985.935	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	982.68	0	0	0	1000	0	0	886.8067339	0	1000	0	979.0699535	1.25E-13	0	0	0	0	0	325.5223409	0	0	0
