System	Subsystem	Description	RE_786_0	RE_A498	LC_A549_ATCC	RE_ACHN	OV_NCIADR_RES	BR_BT_549	RE_CAKI_1	LE_CCRF_CEM	CO_COLO205	PR_DU_145	LC_EKVX	CO_HCC_2998	CO_HCT_15	CO_HCT_116	LE_HL_60	LC_HOP_62	LC_HOP_92	BR_HS578T	CO_HT29	OV_IGROV1	LE_K_562	CO_KM12	ME_LOXIMVI	ME_M14	ME_MALME_3M	BR_MCF7	BR_MDA_MB_231	ME_MDA_MB_435	LE_MOLT_4	LC_NCI_H23	LC_NCI_H226	OV_OVCAR_3	LC_NCI_H322M	LC_NCI_H460	LC_NCI_H522	OV_OVCAR_4	OV_OVCAR_5	OV_OVCAR_8	PR_PC_3	LE_RPMI_8226	RE_RXF393	CNS_SF_268	CNS_SF_295	CNS_SF_539	ME_SK_MEL_2	ME_SK_MEL_5	ME_SK_MEL_28	OV_SK_OV_3	RE_SN12C	CNS_SNB_19	CNS_SNB_75	LE_SR	CO_SW_620	BR_T_47D	RE_TK_10	CNS_U251	ME_UACC_62	ME_UACC_257	RE_UO_31
AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Conversion of GABA into succinate	44.27403573	42.90128632	43.95666472	44.73952908	44.41195901	43.25177997	44.243343	43.81620716	45.81569489	44.9181601	44.23045029	45.17956758	45.02464309	44.79987373	45.02185104	44.37876463	43.25830957	43.08410647	45.10919081	43.9412241	45.95138984	44.41159812	44.12285325	44.4203417	44.34985865	44.79989734	43.84419463	45.32130366	44.29408922	44.36094798	44.30874958	43.59429673	44.91247848	44.47097589	44.32919699	44.27393834	44.57882829	44.20490434	44.71287843	45.48869749	42.71762685	43.96148282	44.19291285	43.65146443	43.03267409	45.7607178	44.24153636	43.40667279	45.17844927	44.09163889	43.55299957	43.63063649	45.0967617	45.8206881	43.40175287	44.68038113	44.87667185	45.16910506	44.18749173
AMINO ACIDS METABOLISM	GLUTAMINE METABOLISM	Glutamine synthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	GLUTAMINE METABOLISM	Glutamine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	GLUTAMINE METABOLISM	Glutaminolysis (glutamine to lactate)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	GLUTATHIONE METABOLISM	Glutathionate synthesis	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15
AMINO ACIDS METABOLISM	GLYCINE METABOLISM	Glycine synthesis	3.308588082	3.116403602	3.984033592	2.581002942	2.904268307	2.928223274	3.203314924	4.478674557	4.079818174	3.079484223	3.08610627	3.744495491	4.362914724	4.290458143	5.626921737	3.036670632	2.936835527	3.38889858	3.910865516	3.399543731	4.188207069	3.123424774	3.935463238	3.669955124	2.967753466	4.290520361	3.85685265	4.7341184	5.206964675	3.567270119	2.787140239	4.910900702	3.444702285	4.280936279	4.136466379	3.639619022	3.933617495	3.57651311	3.176822861	4.675724567	2.766818193	3.62520011	4.411935169	3.093445383	4.596659837	4.921799806	3.581601585	3.015140645	3.212723444	3.841441486	2.779744926	4.112298953	4.802263637	3.503496846	2.581002942	4.073330596	3.803601495	3.760358352	2.728540873
AMINO ACIDS METABOLISM	GLYCINE METABOLISM	Glycine degradation	44.3808583	43.18182516	45.60466465	44.00033033	44.21096572	42.45488082	43.44911109	44.80448447	47.3041148	44.79346314	43.77478932	45.50643451	46.7869522	46.82414601	46.66640373	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	48.26684451	46.77422587	46.47344	43.01295234	41.42886967	46.65402983	43.53393896	44.92171986	44.5753067	45.90953954	44.5816351	45.63663187	45.01423151	46.50812626	45.65368212	44.81656491	43.34742365	45.84497651	44.97041993	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.33510149	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.42456915	47.24411753	46.36337536	41.36735778	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	GLYCINE METABOLISM	Conversion of glycine to pyruvate	16.44953813	15.02812003	17.00146724	16.24128891	16.02488506	16.13433513	16.79727	16.54235478	17.21778006	16.60373025	15.06016512	17.13767491	17.41045775	17.47752248	17.6108108	16.51936674	15.1169609	17.30573446	16.52976576	16.05415805	19.38502294	17.66321865	17.46872831	14.49042172	14.95220796	18.18013794	14.5088685	17.03689299	16.88546087	16.42846706	16.01579861	16.89246446	16.41456736	16.91921685	15.97810748	15.89749601	15.72055308	16.43031229	15.97251517	17.561527	13.34650523	16.45668549	15.68902402	14.85275286	14.7869066	16.67835498	15.29131598	14.19815315	16.52041411	16.07378372	15.00680645	19.30196163	17.42203641	16.02389178	14.69339727	15.81729992	16.00713676	15.34446282	15.27087207
AMINO ACIDS METABOLISM	HISTIDINE METABOLISM	Histidine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	HISTIDINE METABOLISM	Conversion of histidine to histamine	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
AMINO ACIDS METABOLISM	HOMOCYSTEINE METABOLISM	Homocysteine synthesis (need methionine)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	HOMOCYSTEINE METABOLISM	Homocysteine degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	ISOLEUCINE METABOLISM	Isoleucine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	LEUCINE METABOLISM	Leucine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	LEUCINE METABOLISM	Conversion of leucine to acetyl-coA	9.605501762	5.295187744	9.771356625	8.97465158	7.621709884	6.129637597	7.984648326	9.196983598	12.15877824	7.53300301	8.862097378	11.29988909	10.4629726	11.34162485	10.86817844	10.62607539	6.836772958	6.208754257	9.802088906	8.143535955	12.49316656	11.07386478	9.679764039	7.946208753	6.401673625	9.682181273	10.74835887	11.12644932	8.749486259	10.34804415	8.494988194	8.008952543	9.05167832	11.42614535	8.344497818	9.177294042	8.171657281	10.47810419	8.004971486	10.55412784	5.249230315	10.04953364	7.898835705	3.637147694	7.218672928	11.94482666	7.279456785	4.490328283	10.27589633	10.03613622	3.533564243	8.424656637	11.49098791	8.360915252	5.104196897	9.859150068	6.365694425	9.408777205	8.705653213
AMINO ACIDS METABOLISM	LYSINE METABOLISM	Lysine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	LYSINE METABOLISM	Conversion of lysine to L-Saccharopine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	LYSINE METABOLISM	Conversion of lysine to L-2-Aminoadipate	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
AMINO ACIDS METABOLISM	METHIONINE METABOLISM	Methionine degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	METHIONINE METABOLISM	S-adenosyl-L-methionine synthesis	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
AMINO ACIDS METABOLISM	ORNITHINE METABOLISM	Ornithine degradation	49.58064122	46.55144805	50.55364327	49.67959811	46.44380986	47.79263569	48.54850647	52.63583132	53.70102968	49.84037806	49.94743831	52.53888416	51.97318777	51.82401513	53.36165513	48.21552905	48.35456757	45.59156533	51.33371543	50.89460455	53.82119753	51.39501387	51.83323049	49.11640078	47.18207176	51.10265227	48.98792952	51.32684257	51.76292157	51.81093383	47.21814979	49.88187708	50.75028549	50.83868741	52.13545182	48.21355882	49.46598727	51.7983119	49.52348585	50.50865413	44.90304155	49.67829579	48.10547273	47.10098849	47.64631802	51.19635501	45.93221356	47.24513993	47.68226137	48.20146994	43.52416711	51.51748367	51.63308978	49.27220389	44.55898513	50.32988868	49.21111738	50.66401392	49.04962339
AMINO ACIDS METABOLISM	ORNITHINE METABOLISM	Synthesis of ornithine from glutamine	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	0.976002942	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275	1.1275
AMINO ACIDS METABOLISM	ORNITHINE METABOLISM	Synthesis of spermidine from ornithine	1.80935815	0.660992396	1.57639954	0.779283671	1.208093952	1.555896757	0.978149743	2.118618937	1.824818174	0.484398245	1.265443079	1.489495491	2.107914724	1.545784446	2.802757355	0.781670632	0.501682308	1.331747779	1.133020846	1.144543731	1.933207069	0.868424774	1.786379903	1.092858232	0.436990835	1.281945429	1.60185265	0.326002942	2.770405902	1.896655568	1.309599268	2.412837937	1.133307285	1.799083975	1.673794799	0.755505045	1.463664862	1.772027851	0.921822861	1.992676579	0.625965635	1.9268608	1.607566818	0.838445383	0.988094827	1.83914592	1.326601585	0.805315733	0.925838091	1.586441486	0.645074302	1.857298953	2.003925542	0.632711801	0.326002942	1.780665744	1.548601495	0.326002942	1.573424147
AMINO ACIDS METABOLISM	SERINE METABOLISM	Serine synthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	SERINE METABOLISM	Serine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	Phenylalanine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	Phenylalanine to phenylacetaldehyde	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	Phenylalanine to phenylacetyl-L-glutaminate	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	Phenylalanine to tyrosine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	PROLINE METABOLISM	Proline synthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	PROLINE METABOLISM	Proline degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	PROLINE METABOLISM	Synthesis of proline from glutamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	THREONINE METABOLISM	Threonine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Tryptophan degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of anthranilate from tryptophan	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of L-kynurenine from tryptophan	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of N-formylanthranilate from tryptophan	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of quinolinate from tryptophan	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of serotonin from tryptophan	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
AMINO ACIDS METABOLISM	TYROSINE METABOLISM	Tyrosine synthesis (need phenylalanine)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	TYROSINE METABOLISM	Tyrosine degradation	44.3808583	43.12697179	45.59910632	44.00033033	44.21096572	42.42847507	43.44911109	44.80448447	47.10035581	44.79346314	43.77478932	45.42270336	46.7869522	46.77470999	46.45138845	42.9654323	42.98047437	43.69173677	45.54229192	44.88492365	47.87611021	46.67263196	46.42460814	43.01295234	41.42886967	46.54144756	43.53393896	44.92171986	44.5753067	45.89647393	44.5816351	45.61558386	45.01423151	46.44768485	45.65368212	44.80234506	43.34742365	45.832346	44.9548904	45.12759298	40.4361629	45.82735088	44.17667855	42.77724798	41.3089181	46.32953416	39.8342556	40.63990553	43.64553155	44.46849559	40.75668538	47.33240066	46.99508477	46.28971713	41.343791	45.58479319	44.83979003	44.07024886	42.69526312
AMINO ACIDS METABOLISM	TYROSINE METABOLISM	Tyrosine to adrenaline	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
AMINO ACIDS METABOLISM	TYROSINE METABOLISM	Tyrosine to dopamine	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
AMINO ACIDS METABOLISM	TYROSINE METABOLISM	Tyrosine to acetoacetate and fumarate	6.894593621	5.916147895	9.282547692	7.678480207	7.50615177	4.040653255	6.938557808	7.414031748	10.66389506	5.632572363	6.216725303	11.05018864	10.62092566	8.53067974	8.698733355	8.542929679	4.325895572	4.117543453	7.669049898	7.391285981	9.170889606	10.03048339	6.308606358	5.103460697	4.710604233	12.30894522	6.832722813	7.707516619	8.313615816	5.243846103	4.543913067	5.672203597	6.775622753	9.316664763	6.857580425	8.79436531	7.000079382	5.566478691	8.800003743	9.016243109	2.727335623	7.047956185	6.603537394	3.960723187	6.460702846	8.381662545	5.267909919	7.757259114	6.806974934	8.312148033	3.987823332	7.026164251	8.937088199	6.524813784	4.411278712	9.82028564	5.674823945	6.442811417	4.974796487
